6.0484 	INFO 	Loaded monitor calibration from ['2024_08_16 01:13']
665.9339 	EXP 	Sound sound_1 reached end of file
665.9502 	EXP 	Sound sound_1 started
666.1526 	DATA 	Keypress: 5
666.2441 	EXP 	Sound sound_1 stopped
666.2616 	EXP 	text: autoDraw = True
666.2616 	EXP 	textbox: autoDraw = True
667.0801 	DATA 	Keypress: 5
667.4346 	DATA 	Keypress: 0
667.6012 	DATA 	Keypress: 0
668.7046 	DATA 	Mouse: Left button down, pos=(912,218)
668.7067 	EXP 	New trial (rep=9, index=11): <Trial 119 (11 in rep 9) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 119, 'thisTrialN': 11, 'thisRepN': 9}>
668.7167 	EXP 	text: autoDraw = False
668.7167 	EXP 	textbox: autoDraw = False
668.7167 	EXP 	polygon: autoDraw = True
668.9190 	DATA 	Mouse:  Left button up, pos=(912,218)
669.7180 	INFO 	Keyboard events cleared
669.7169 	EXP 	polygon: autoDraw = False
669.7169 	EXP 	polygon_2: autoDraw = True
670.5050 	DATA 	Keypress: space
670.5166 	EXP 	polygon: autoDraw = False
670.5166 	EXP 	polygon_2: autoDraw = False
671.2005 	EXP 	Sound sound_1 reached end of file
671.2167 	EXP 	Sound sound_1 started
671.3359 	DATA 	Keypress: 3
671.5142 	EXP 	Sound sound_1 stopped
671.5330 	EXP 	text: autoDraw = True
671.5330 	EXP 	textbox: autoDraw = True
672.4648 	DATA 	Keypress: 3
672.8769 	DATA 	Keypress: minus
673.0460 	DATA 	Keypress: 0
673.8339 	DATA 	Keypress: backspace
673.9766 	DATA 	Keypress: backspace
674.2450 	DATA 	Keypress: 0
674.4009 	DATA 	Keypress: 0
675.8930 	DATA 	Mouse: Left button down, pos=(912,218)
675.9025 	EXP 	New trial (rep=10, index=0): <Trial 120 (0 in rep 10) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 120, 'thisTrialN': 0, 'thisRepN': 10}>
675.9165 	EXP 	text: autoDraw = False
675.9165 	EXP 	textbox: autoDraw = False
675.9165 	EXP 	polygon: autoDraw = True
676.0860 	DATA 	Mouse:  Left button up, pos=(912,218)
676.9172 	INFO 	Keyboard events cleared
676.9164 	EXP 	polygon: autoDraw = False
676.9164 	EXP 	polygon_2: autoDraw = True
677.5396 	DATA 	Keypress: space
677.5496 	EXP 	polygon: autoDraw = False
677.5496 	EXP 	polygon_2: autoDraw = False
678.2336 	EXP 	Sound sound_1 reached end of file
678.2498 	EXP 	Sound sound_1 started
678.5450 	EXP 	Sound sound_1 stopped
678.5630 	EXP 	text: autoDraw = True
678.5630 	EXP 	textbox: autoDraw = True
678.6523 	DATA 	Keypress: 4
679.0006 	DATA 	Keypress: 0
679.1608 	DATA 	Keypress: 0
679.5673 	DATA 	Keypress: space
680.7005 	DATA 	Keypress: backspace
681.2931 	DATA 	Mouse: Left button down, pos=(912,218)
681.3026 	EXP 	New trial (rep=10, index=1): <Trial 121 (1 in rep 10) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 121, 'thisTrialN': 1, 'thisRepN': 10}>
681.3164 	EXP 	text: autoDraw = False
681.3164 	EXP 	textbox: autoDraw = False
681.3164 	EXP 	polygon: autoDraw = True
681.5184 	DATA 	Mouse:  Left button up, pos=(912,218)
682.3172 	INFO 	Keyboard events cleared
682.3162 	EXP 	polygon: autoDraw = False
682.3162 	EXP 	polygon_2: autoDraw = True
682.9540 	DATA 	Keypress: space
682.9661 	EXP 	polygon: autoDraw = False
682.9661 	EXP 	polygon_2: autoDraw = False
683.6499 	EXP 	Sound sound_1 reached end of file
683.6662 	EXP 	Sound sound_1 started
683.9647 	EXP 	Sound sound_1 stopped
683.9807 	EXP 	text: autoDraw = True
683.9807 	EXP 	textbox: autoDraw = True
684.2287 	DATA 	Keypress: 3
684.6517 	DATA 	Keypress: 0
684.8266 	DATA 	Keypress: 0
686.4922 	DATA 	Mouse: Left button down, pos=(912,218)
686.5015 	EXP 	New trial (rep=10, index=2): <Trial 122 (2 in rep 10) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 122, 'thisTrialN': 2, 'thisRepN': 10}>
686.5159 	EXP 	text: autoDraw = False
686.5159 	EXP 	textbox: autoDraw = False
686.5159 	EXP 	polygon: autoDraw = True
686.7192 	DATA 	Mouse:  Left button up, pos=(912,218)
687.5171 	INFO 	Keyboard events cleared
687.5161 	EXP 	polygon: autoDraw = False
687.5161 	EXP 	polygon_2: autoDraw = True
688.1378 	DATA 	Keypress: space
688.1494 	EXP 	polygon: autoDraw = False
688.1494 	EXP 	polygon_2: autoDraw = False
688.2331 	EXP 	Sound sound_1 reached end of file
688.2494 	EXP 	Sound sound_1 started
688.5447 	EXP 	Sound sound_1 stopped
688.5628 	EXP 	text: autoDraw = True
688.5628 	EXP 	textbox: autoDraw = True
688.6508 	DATA 	Keypress: 4
689.5008 	DATA 	Keypress: 0
689.6505 	DATA 	Keypress: 0
691.1760 	DATA 	Mouse: Left button down, pos=(912,218)
691.1852 	EXP 	New trial (rep=10, index=3): <Trial 123 (3 in rep 10) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 123, 'thisTrialN': 3, 'thisRepN': 10}>
691.1991 	EXP 	text: autoDraw = False
691.1991 	EXP 	textbox: autoDraw = False
691.1991 	EXP 	polygon: autoDraw = True
691.3848 	DATA 	Mouse:  Left button up, pos=(912,218)
692.1997 	INFO 	Keyboard events cleared
692.1989 	EXP 	polygon: autoDraw = False
692.1989 	EXP 	polygon_2: autoDraw = True
692.8875 	DATA 	Keypress: space
692.8988 	EXP 	polygon: autoDraw = False
692.8988 	EXP 	polygon_2: autoDraw = False
693.5827 	EXP 	Sound sound_1 reached end of file
693.5991 	EXP 	Sound sound_1 started
693.8948 	EXP 	Sound sound_1 stopped
693.8971 	DATA 	Keypress: 4
693.9117 	EXP 	text: autoDraw = True
693.9117 	EXP 	textbox: autoDraw = True
694.8425 	DATA 	Keypress: 0
695.0005 	DATA 	Keypress: 0
696.2599 	DATA 	Mouse: Left button down, pos=(912,218)
696.2686 	EXP 	New trial (rep=10, index=4): <Trial 124 (4 in rep 10) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 124, 'thisTrialN': 4, 'thisRepN': 10}>
696.2823 	EXP 	text: autoDraw = False
696.2823 	EXP 	textbox: autoDraw = False
696.2823 	EXP 	polygon: autoDraw = True
696.4681 	DATA 	Mouse:  Left button up, pos=(912,218)
697.2826 	INFO 	Keyboard events cleared
697.2821 	EXP 	polygon: autoDraw = False
697.2821 	EXP 	polygon_2: autoDraw = True
697.7847 	DATA 	Keypress: space
697.7984 	EXP 	polygon: autoDraw = False
697.7984 	EXP 	polygon_2: autoDraw = False
698.1662 	EXP 	Sound sound_1 reached end of file
698.1824 	EXP 	Sound sound_1 started
698.4780 	EXP 	Sound sound_1 stopped
698.4968 	EXP 	text: autoDraw = True
698.4968 	EXP 	textbox: autoDraw = True
698.6459 	DATA 	Keypress: 3
699.1255 	DATA 	Keypress: 0
699.2998 	DATA 	Keypress: 0
700.5168 	DATA 	Mouse: Left button down, pos=(912,218)
700.5195 	EXP 	New trial (rep=10, index=5): <Trial 125 (5 in rep 10) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 125, 'thisTrialN': 5, 'thisRepN': 10}>
700.5322 	EXP 	text: autoDraw = False
700.5322 	EXP 	textbox: autoDraw = False
700.5322 	EXP 	polygon: autoDraw = True
700.7346 	DATA 	Mouse:  Left button up, pos=(912,218)
701.5328 	INFO 	Keyboard events cleared
701.5318 	EXP 	polygon: autoDraw = False
701.5318 	EXP 	polygon_2: autoDraw = True
702.6173 	DATA 	Keypress: space
702.6315 	EXP 	polygon: autoDraw = False
702.6315 	EXP 	polygon_2: autoDraw = False
702.7150 	EXP 	Sound sound_1 reached end of file
702.7315 	EXP 	Sound sound_1 started
703.0249 	EXP 	Sound sound_1 stopped
703.0431 	EXP 	text: autoDraw = True
703.0431 	EXP 	textbox: autoDraw = True
703.3450 	DATA 	Keypress: 3
703.7827 	DATA 	Keypress: 0
703.9492 	DATA 	Keypress: 0
705.1925 	DATA 	Mouse: Left button down, pos=(912,218)
705.2014 	EXP 	New trial (rep=10, index=6): <Trial 126 (6 in rep 10) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 126, 'thisTrialN': 6, 'thisRepN': 10}>
705.2153 	EXP 	text: autoDraw = False
705.2153 	EXP 	textbox: autoDraw = False
705.2153 	EXP 	polygon: autoDraw = True
705.4179 	DATA 	Mouse:  Left button up, pos=(912,218)
706.2162 	INFO 	Keyboard events cleared
706.2154 	EXP 	polygon: autoDraw = False
706.2154 	EXP 	polygon_2: autoDraw = True
706.7721 	DATA 	Keypress: space
706.7817 	EXP 	polygon: autoDraw = False
706.7817 	EXP 	polygon_2: autoDraw = False
707.4656 	EXP 	Sound sound_1 reached end of file
707.4819 	EXP 	Sound sound_1 started
707.7747 	EXP 	Sound sound_1 stopped
707.7925 	EXP 	text: autoDraw = True
707.7925 	EXP 	textbox: autoDraw = True
708.1292 	DATA 	Keypress: 2
708.8828 	DATA 	Keypress: 0
709.0414 	DATA 	Keypress: 0
709.9913 	DATA 	Mouse: Left button down, pos=(912,218)
710.0006 	EXP 	New trial (rep=10, index=7): <Trial 127 (7 in rep 10) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 127, 'thisTrialN': 7, 'thisRepN': 10}>
710.0151 	EXP 	text: autoDraw = False
710.0151 	EXP 	textbox: autoDraw = False
710.0151 	EXP 	polygon: autoDraw = True
710.2011 	DATA 	Mouse:  Left button up, pos=(912,218)
711.0159 	INFO 	Keyboard events cleared
711.0151 	EXP 	polygon: autoDraw = False
711.0151 	EXP 	polygon_2: autoDraw = True
711.9203 	DATA 	Keypress: space
711.9317 	EXP 	polygon: autoDraw = False
711.9317 	EXP 	polygon_2: autoDraw = False
712.0152 	EXP 	Sound sound_1 reached end of file
712.0315 	EXP 	Sound sound_1 started
712.3292 	EXP 	Sound sound_1 stopped
712.3467 	EXP 	text: autoDraw = True
712.3467 	EXP 	textbox: autoDraw = True
714.0320 	DATA 	Keypress: 2
714.4087 	DATA 	Keypress: 0
714.5590 	DATA 	Keypress: 0
715.7083 	DATA 	Mouse: Left button down, pos=(912,218)
715.7180 	EXP 	New trial (rep=10, index=8): <Trial 128 (8 in rep 10) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 128, 'thisTrialN': 8, 'thisRepN': 10}>
715.7314 	EXP 	text: autoDraw = False
715.7314 	EXP 	textbox: autoDraw = False
715.7314 	EXP 	polygon: autoDraw = True
715.9341 	DATA 	Mouse:  Left button up, pos=(912,218)
716.7323 	INFO 	Keyboard events cleared
716.7315 	EXP 	polygon: autoDraw = False
716.7315 	EXP 	polygon_2: autoDraw = True
716.8531 	DATA 	Keypress: space
716.8814 	EXP 	polygon: autoDraw = False
716.8814 	EXP 	polygon_2: autoDraw = False
716.9651 	EXP 	Sound sound_1 reached end of file
716.9814 	EXP 	Sound sound_1 started
717.2773 	EXP 	Sound sound_1 stopped
717.2955 	EXP 	text: autoDraw = True
717.2955 	EXP 	textbox: autoDraw = True
718.1126 	DATA 	Keypress: 2
718.5095 	DATA 	Keypress: 0
718.6589 	DATA 	Keypress: 0
719.8489 	DATA 	Mouse: Left button down, pos=(912,218)
719.8510 	EXP 	New trial (rep=10, index=9): <Trial 129 (9 in rep 10) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 129, 'thisTrialN': 9, 'thisRepN': 10}>
719.8646 	EXP 	text: autoDraw = False
719.8646 	EXP 	textbox: autoDraw = False
719.8646 	EXP 	polygon: autoDraw = True
720.0673 	DATA 	Mouse:  Left button up, pos=(912,218)
720.8655 	INFO 	Keyboard events cleared
720.8647 	EXP 	polygon: autoDraw = False
720.8647 	EXP 	polygon_2: autoDraw = True
721.3029 	DATA 	Keypress: space
721.3146 	EXP 	polygon: autoDraw = False
721.3146 	EXP 	polygon_2: autoDraw = False
721.6982 	EXP 	Sound sound_1 reached end of file
721.7145 	EXP 	Sound sound_1 started
722.0144 	EXP 	Sound sound_1 stopped
722.0318 	EXP 	text: autoDraw = True
722.0318 	EXP 	textbox: autoDraw = True
722.2629 	DATA 	Keypress: 2
722.6827 	DATA 	Keypress: 0
722.8494 	DATA 	Keypress: 0
724.0821 	DATA 	Mouse: Left button down, pos=(912,218)
724.0843 	EXP 	New trial (rep=10, index=10): <Trial 130 (10 in rep 10) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 130, 'thisTrialN': 10, 'thisRepN': 10}>
724.0978 	EXP 	text: autoDraw = False
724.0978 	EXP 	textbox: autoDraw = False
724.0978 	EXP 	polygon: autoDraw = True
724.3005 	DATA 	Mouse:  Left button up, pos=(912,218)
725.0979 	INFO 	Keyboard events cleared
725.0973 	EXP 	polygon: autoDraw = False
725.0973 	EXP 	polygon_2: autoDraw = True
725.5869 	DATA 	Keypress: space
725.5976 	EXP 	polygon: autoDraw = False
725.5976 	EXP 	polygon_2: autoDraw = False
725.9814 	EXP 	Sound sound_1 reached end of file
725.9977 	EXP 	Sound sound_1 started
726.2944 	EXP 	Sound sound_1 stopped
726.3123 	EXP 	text: autoDraw = True
726.3123 	EXP 	textbox: autoDraw = True
726.7110 	DATA 	Keypress: 3
727.2251 	DATA 	Keypress: 0
727.3651 	DATA 	Keypress: 0
728.3410 	DATA 	Mouse: Left button down, pos=(912,218)
728.3502 	EXP 	New trial (rep=10, index=11): <Trial 131 (11 in rep 10) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 131, 'thisTrialN': 11, 'thisRepN': 10}>
728.3643 	EXP 	text: autoDraw = False
728.3643 	EXP 	textbox: autoDraw = False
728.3643 	EXP 	polygon: autoDraw = True
728.5501 	DATA 	Mouse:  Left button up, pos=(912,218)
729.3651 	INFO 	Keyboard events cleared
729.3644 	EXP 	polygon: autoDraw = False
729.3644 	EXP 	polygon_2: autoDraw = True
730.0027 	DATA 	Keypress: space
730.0140 	EXP 	polygon: autoDraw = False
730.0140 	EXP 	polygon_2: autoDraw = False
730.3981 	EXP 	Sound sound_1 reached end of file
730.4143 	EXP 	Sound sound_1 started
730.7150 	EXP 	Sound sound_1 stopped
730.7306 	EXP 	text: autoDraw = True
730.7306 	EXP 	textbox: autoDraw = True
731.4607 	DATA 	Keypress: 3
731.9659 	DATA 	Keypress: equal
732.4431 	DATA 	Keypress: backspace
732.7914 	DATA 	Keypress: 9
732.9826 	DATA 	Keypress: 0
733.7498 	DATA 	Keypress: backspace
733.9161 	DATA 	Keypress: backspace
734.1992 	DATA 	Keypress: 9
734.7158 	DATA 	Keypress: backspace
735.0481 	DATA 	Keypress: 0
735.2144 	DATA 	Keypress: 0
736.1904 	DATA 	Mouse: Left button down, pos=(912,218)
736.1998 	EXP 	New trial (rep=11, index=0): <Trial 132 (0 in rep 11) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 132, 'thisTrialN': 0, 'thisRepN': 11}>
736.2139 	EXP 	text: autoDraw = False
736.2139 	EXP 	textbox: autoDraw = False
736.2139 	EXP 	polygon: autoDraw = True
736.4007 	DATA 	Mouse:  Left button up, pos=(912,218)
737.2149 	INFO 	Keyboard events cleared
737.2140 	EXP 	polygon: autoDraw = False
737.2140 	EXP 	polygon_2: autoDraw = True
738.1197 	DATA 	Keypress: space
738.1306 	EXP 	polygon: autoDraw = False
738.1306 	EXP 	polygon_2: autoDraw = False
738.5139 	EXP 	Sound sound_1 reached end of file
738.5302 	EXP 	Sound sound_1 started
738.7863 	EXP 	Sound sound_1 reached end of file
738.7975 	EXP 	Sound sound_1 reached end of file
738.8140 	EXP 	text: autoDraw = True
738.8140 	EXP 	textbox: autoDraw = True
739.2103 	DATA 	Keypress: 4
739.5812 	DATA 	Keypress: 0
739.7240 	DATA 	Keypress: 0
741.1091 	DATA 	Mouse: Left button down, pos=(912,218)
741.1163 	EXP 	New trial (rep=11, index=1): <Trial 133 (1 in rep 11) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 133, 'thisTrialN': 1, 'thisRepN': 11}>
741.1304 	EXP 	text: autoDraw = False
741.1304 	EXP 	textbox: autoDraw = False
741.1304 	EXP 	polygon: autoDraw = True
741.3162 	DATA 	Mouse:  Left button up, pos=(912,218)
742.1311 	INFO 	Keyboard events cleared
742.1305 	EXP 	polygon: autoDraw = False
742.1305 	EXP 	polygon_2: autoDraw = True
742.6521 	DATA 	Keypress: space
742.6636 	EXP 	polygon: autoDraw = False
742.6636 	EXP 	polygon_2: autoDraw = False
742.7471 	EXP 	Sound sound_1 reached end of file
742.7634 	EXP 	Sound sound_1 started
743.0645 	EXP 	Sound sound_1 stopped
743.0836 	EXP 	text: autoDraw = True
743.0836 	EXP 	textbox: autoDraw = True
743.3438 	DATA 	Keypress: 3
743.7645 	DATA 	Keypress: 0
743.9312 	DATA 	Keypress: 0
745.4339 	DATA 	Mouse: Left button down, pos=(912,218)
745.4362 	EXP 	New trial (rep=11, index=2): <Trial 134 (2 in rep 11) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 134, 'thisTrialN': 2, 'thisRepN': 11}>
745.4467 	EXP 	text: autoDraw = False
745.4467 	EXP 	textbox: autoDraw = False
745.4467 	EXP 	polygon: autoDraw = True
745.6666 	DATA 	Mouse:  Left button up, pos=(912,218)
746.4476 	INFO 	Keyboard events cleared
746.4469 	EXP 	polygon: autoDraw = False
746.4469 	EXP 	polygon_2: autoDraw = True
746.8347 	DATA 	Keypress: space
746.8468 	EXP 	polygon: autoDraw = False
746.8468 	EXP 	polygon_2: autoDraw = False
746.9307 	EXP 	Sound sound_1 reached end of file
746.9469 	EXP 	Sound sound_1 started
747.2447 	EXP 	Sound sound_1 stopped
747.2632 	EXP 	text: autoDraw = True
747.2632 	EXP 	textbox: autoDraw = True
747.7273 	DATA 	Keypress: 3
748.1140 	DATA 	Keypress: 0
748.2581 	DATA 	Keypress: 0
749.1311 	DATA 	Mouse: Left button down, pos=(912,218)
749.1334 	EXP 	New trial (rep=11, index=3): <Trial 135 (3 in rep 11) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 135, 'thisTrialN': 3, 'thisRepN': 11}>
749.1467 	EXP 	text: autoDraw = False
749.1467 	EXP 	textbox: autoDraw = False
749.1467 	EXP 	polygon: autoDraw = True
749.3491 	DATA 	Mouse:  Left button up, pos=(912,218)
750.1478 	INFO 	Keyboard events cleared
750.1468 	EXP 	polygon: autoDraw = False
750.1468 	EXP 	polygon_2: autoDraw = True
750.9356 	DATA 	Keypress: space
750.9467 	EXP 	polygon: autoDraw = False
750.9467 	EXP 	polygon_2: autoDraw = False
751.3307 	EXP 	Sound sound_1 reached end of file
751.3469 	EXP 	Sound sound_1 started
751.5657 	DATA 	Keypress: 2
751.6647 	EXP 	Sound sound_1 stopped
751.6839 	EXP 	text: autoDraw = True
751.6839 	EXP 	textbox: autoDraw = True
752.0638 	DATA 	Keypress: 2
753.0891 	DATA 	Keypress: 0
755.3709 	DATA 	Keypress: 0
756.2564 	DATA 	Mouse: Left button down, pos=(912,218)
756.2659 	EXP 	New trial (rep=11, index=4): <Trial 136 (4 in rep 11) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 136, 'thisTrialN': 4, 'thisRepN': 11}>
756.2797 	EXP 	text: autoDraw = False
756.2797 	EXP 	textbox: autoDraw = False
756.2797 	EXP 	polygon: autoDraw = True
756.4661 	DATA 	Mouse:  Left button up, pos=(912,218)
757.2809 	INFO 	Keyboard events cleared
757.2798 	EXP 	polygon: autoDraw = False
757.2798 	EXP 	polygon_2: autoDraw = True
758.0853 	DATA 	Keypress: space
758.0963 	EXP 	polygon: autoDraw = False
758.0963 	EXP 	polygon_2: autoDraw = False
758.1803 	EXP 	Sound sound_1 reached end of file
758.1965 	EXP 	Sound sound_1 started
758.4951 	EXP 	Sound sound_1 stopped
758.5130 	EXP 	text: autoDraw = True
758.5130 	EXP 	textbox: autoDraw = True
758.8317 	DATA 	Keypress: 2
759.2980 	DATA 	Keypress: 0
759.4478 	DATA 	Keypress: 0
761.6422 	DATA 	Mouse: Left button down, pos=(912,218)
761.6488 	EXP 	New trial (rep=11, index=5): <Trial 137 (5 in rep 11) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 137, 'thisTrialN': 5, 'thisRepN': 11}>
761.6628 	EXP 	text: autoDraw = False
761.6628 	EXP 	textbox: autoDraw = False
761.6628 	EXP 	polygon: autoDraw = True
761.8486 	DATA 	Mouse:  Left button up, pos=(912,218)
762.6638 	INFO 	Keyboard events cleared
762.6630 	EXP 	polygon: autoDraw = False
762.6630 	EXP 	polygon_2: autoDraw = True
763.3857 	DATA 	Keypress: space
763.3959 	EXP 	polygon: autoDraw = False
763.3959 	EXP 	polygon_2: autoDraw = False
763.4798 	EXP 	Sound sound_1 reached end of file
763.4961 	EXP 	Sound sound_1 started
763.7946 	EXP 	Sound sound_1 stopped
763.8113 	EXP 	text: autoDraw = True
763.8113 	EXP 	textbox: autoDraw = True
763.8567 	DATA 	Keypress: 3
764.3066 	DATA 	Keypress: 0
764.4574 	DATA 	Keypress: 0
765.7061 	DATA 	Mouse: Left button down, pos=(912,218)
765.7155 	EXP 	New trial (rep=11, index=6): <Trial 138 (6 in rep 11) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 138, 'thisTrialN': 6, 'thisRepN': 11}>
765.7294 	EXP 	text: autoDraw = False
765.7294 	EXP 	textbox: autoDraw = False
765.7294 	EXP 	polygon: autoDraw = True
765.9152 	DATA 	Mouse:  Left button up, pos=(912,218)
766.7303 	INFO 	Keyboard events cleared
766.7295 	EXP 	polygon: autoDraw = False
766.7295 	EXP 	polygon_2: autoDraw = True
767.0512 	DATA 	Keypress: space
767.0627 	EXP 	polygon: autoDraw = False
767.0627 	EXP 	polygon_2: autoDraw = False
767.7466 	EXP 	Sound sound_1 reached end of file
767.7629 	EXP 	Sound sound_1 started
768.0549 	EXP 	Sound sound_1 stopped
768.0745 	EXP 	text: autoDraw = True
768.0745 	EXP 	textbox: autoDraw = True
768.5088 	DATA 	Keypress: 4
768.8393 	DATA 	Keypress: 0
768.9890 	DATA 	Keypress: 0
769.8219 	DATA 	Mouse: Left button down, pos=(912,218)
769.8314 	EXP 	New trial (rep=11, index=7): <Trial 139 (7 in rep 11) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 139, 'thisTrialN': 7, 'thisRepN': 11}>
769.8457 	EXP 	text: autoDraw = False
769.8457 	EXP 	textbox: autoDraw = False
769.8457 	EXP 	polygon: autoDraw = True
770.0319 	DATA 	Mouse:  Left button up, pos=(912,218)
770.8467 	INFO 	Keyboard events cleared
770.8458 	EXP 	polygon: autoDraw = False
770.8458 	EXP 	polygon_2: autoDraw = True
771.3843 	DATA 	Keypress: space
771.3959 	EXP 	polygon: autoDraw = False
771.3959 	EXP 	polygon_2: autoDraw = False
772.0794 	EXP 	Sound sound_1 reached end of file
772.0956 	EXP 	Sound sound_1 started
772.1813 	DATA 	Keypress: 3
772.3947 	EXP 	Sound sound_1 stopped
772.4123 	EXP 	text: autoDraw = True
772.4123 	EXP 	textbox: autoDraw = True
773.4640 	DATA 	Keypress: 2
773.8555 	DATA 	Keypress: 0
774.0062 	DATA 	Keypress: 0
774.8718 	DATA 	Mouse: Left button down, pos=(912,218)
774.8814 	EXP 	New trial (rep=11, index=8): <Trial 140 (8 in rep 11) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 140, 'thisTrialN': 8, 'thisRepN': 11}>
774.8956 	EXP 	text: autoDraw = False
774.8956 	EXP 	textbox: autoDraw = False
774.8956 	EXP 	polygon: autoDraw = True
775.0816 	DATA 	Mouse:  Left button up, pos=(912,218)
775.8968 	INFO 	Keyboard events cleared
775.8958 	EXP 	polygon: autoDraw = False
775.8958 	EXP 	polygon_2: autoDraw = True
777.9512 	DATA 	Keypress: space
777.9620 	EXP 	polygon: autoDraw = False
777.9620 	EXP 	polygon_2: autoDraw = False
778.3459 	EXP 	Sound sound_1 reached end of file
778.3622 	EXP 	Sound sound_1 started
778.6547 	EXP 	Sound sound_1 stopped
778.6731 	EXP 	text: autoDraw = True
778.6731 	EXP 	textbox: autoDraw = True
779.0095 	DATA 	Keypress: 3
779.6341 	DATA 	Keypress: 0
780.5012 	DATA 	Keypress: 0
781.3522 	DATA 	Mouse: Left button down, pos=(912,218)
781.3630 	EXP 	New trial (rep=11, index=9): <Trial 141 (9 in rep 11) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 141, 'thisTrialN': 9, 'thisRepN': 11}>
781.3784 	EXP 	text: autoDraw = False
781.3784 	EXP 	textbox: autoDraw = False
781.3784 	EXP 	polygon: autoDraw = True
781.5634 	DATA 	Mouse:  Left button up, pos=(912,218)
782.3628 	INFO 	Keyboard events cleared
782.3619 	EXP 	polygon_2: autoDraw = True
782.3786 	EXP 	polygon: autoDraw = False
782.7345 	DATA 	Keypress: space
782.7453 	EXP 	polygon: autoDraw = False
782.7453 	EXP 	polygon_2: autoDraw = False
783.4291 	EXP 	Sound sound_1 reached end of file
783.4453 	EXP 	Sound sound_1 started
783.7444 	EXP 	Sound sound_1 stopped
783.7619 	EXP 	text: autoDraw = True
783.7619 	EXP 	textbox: autoDraw = True
784.1755 	DATA 	Keypress: 2
784.9557 	DATA 	Keypress: 0
785.1126 	DATA 	Keypress: 0
789.4382 	DATA 	Keypress: space
789.6057 	DATA 	Keypress: space
791.0788 	DATA 	Keypress: backspace
791.2166 	DATA 	Keypress: backspace
791.7638 	DATA 	Mouse: Left button down, pos=(912,218)
791.7663 	EXP 	New trial (rep=11, index=10): <Trial 142 (10 in rep 11) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 142, 'thisTrialN': 10, 'thisRepN': 11}>
791.7782 	EXP 	text: autoDraw = False
791.7782 	EXP 	textbox: autoDraw = False
791.7782 	EXP 	polygon: autoDraw = True
791.9972 	DATA 	Mouse:  Left button up, pos=(912,218)
792.7790 	INFO 	Keyboard events cleared
792.7782 	EXP 	polygon: autoDraw = False
792.7782 	EXP 	polygon_2: autoDraw = True
795.4815 	DATA 	Keypress: 1
795.9147 	DATA 	Keypress: 0
796.0643 	DATA 	Keypress: 0
796.6835 	DATA 	Keypress: space
796.6947 	EXP 	polygon: autoDraw = False
796.6947 	EXP 	polygon_2: autoDraw = False
797.3782 	EXP 	Sound sound_1 reached end of file
797.3945 	EXP 	Sound sound_1 started
797.6947 	EXP 	Sound sound_1 stopped
797.7108 	EXP 	text: autoDraw = True
797.7108 	EXP 	textbox: autoDraw = True
798.1586 	DATA 	Keypress: 1
798.9293 	DATA 	Keypress: 0
799.1047 	DATA 	Keypress: 0
800.3890 	DATA 	Mouse: Left button down, pos=(928,191)
800.3969 	EXP 	New trial (rep=11, index=11): <Trial 143 (11 in rep 11) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 143, 'thisTrialN': 11, 'thisRepN': 11}>
800.4112 	EXP 	text: autoDraw = False
800.4112 	EXP 	textbox: autoDraw = False
800.4112 	EXP 	polygon: autoDraw = True
800.5971 	DATA 	Mouse:  Left button up, pos=(928,191)
801.4120 	INFO 	Keyboard events cleared
801.4110 	EXP 	polygon: autoDraw = False
801.4110 	EXP 	polygon_2: autoDraw = True
806.9482 	DATA 	Keypress: 2
807.4479 	DATA 	Keypress: 0
807.5809 	DATA 	Keypress: 0
808.1668 	DATA 	Keypress: space
